Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Dodge,Coverage
Countries,JPN,Japan,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,708016.0,545008,76.98
Countries,JPN,Japan,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,683183.0,658614,96.4
Countries,JPN,Japan,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,720249.0,578331,80.3
Countries,JPN,Japan,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,704651.0,682652,96.88
Countries,JPN,Japan,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,715376.0,571528,79.89
Countries,JPN,Japan,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,712545.0,683822,95.97
Countries,JPN,Japan,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,733096.0,641870,87.56
Countries,JPN,Japan,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,706026.0,672053,95.19
Countries,JPN,Japan,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,696205.0,637604,91.58
Countries,JPN,Japan,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,674850.0,626264,92.8
Countries,JPN,Japan,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,712825.0,628616,88.19
Countries,JPN,Japan,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,733342.0,687181,93.7%
Countries,JPN,Japan,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,716516.0,646081,90.17
Countries,JPN,Japan,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,711702.0,671918,94.41
Countries,JPN,Japan,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,715332.0,608620,85.08
Countries,JPN,Japan,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,718237.0,673030,93.71
Countries,JPN,Japan,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,694493.0,661395,95.23
Countries,JPN,Japan,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,702514.0,613299,87.3
Countries,JPN,Japan,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,722591.0,653586,90.45
Countries,JPN,Japan,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,699694.0,666040,95.19
Countries,JPN,Japan,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,726106.0,609193,83.9
Countries,JPN,Japan,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,720638.0,713431,99.0
Countries,JPN,Japan,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,723440.0,614005,84.87
Countries,JPN,Japan,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,719574.0,697179,96.89
Countries,JPN,Japan,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,709951.0,547518,77.12
Countries,JPN,Japan,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,705798.0,698740,99.0
Countries,JPN,Japan,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,694800.0,660191,95.02
Countries,JPN,Japan,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,729157.0,691757,94.87
Countries,JPN,Japan,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,713110.0,705978,99.0%
Countries,JPN,Japan,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,738943.0,679878,92.01
Countries,JPN,Japan,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,731930.0,650101,88.82
Countries,JPN,Japan,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,745335.0,737881,99.0
Countries,JPN,Japan,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,732997.0,689361,94.05
Countries,JPN,Japan,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,734698.0,727150,98.97
Countries,JPN,Japan,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,721085.0,616024,85.43
Countries,JPN,Japan,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,718016.0,710835,99.0
Countries,JPN,Japan,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,704187.0,667693,94.82
Countries,JPN,Japan,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,714276.0,705530,98.78
Countries,JPN,Japan,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,743098.0,654832,88.1%
Countries,JPN,Japan,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,729197.0,716219,98.22
Countries,JPN,Japan,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,720263.0,608385,84.47
Countries,JPN,Japan,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,731104.0,723792,99.0
Countries,JPN,Japan,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,719742.0,612000,85.03
Countries,JPN,Japan,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,732852.0,700594,95.6%
Countries,JPN,Japan,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,721836.0,623779,86.42
Countries,JPN,Japan,2017,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,734810.0,716752,97.54
Countries,JPN,Japan,2017,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,746191.0,675051,90.47
Countries,JPN,Japan,2017,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,721717.0,689021,95.47
Countries,JPN,Japan,2017,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,719717.0,685761,95.28
Countries,JPN,Japan,2017,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,720209.0,694844,96.48
Countries,JPN,Japan,2017,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,733677.0,625088,85.2
Countries,JPN,Japan,2018,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,727853.0,720574,99.0
Countries,JPN,Japan,2018,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,718595.0,600339,83.54
Countries,JPN,Japan,2018,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,738970.0,731580,99.0
Countries,JPN,Japan,2018,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,730682.0,659182,90.21
Countries,JPN,Japan,2018,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,,728311,98.71
Countries,JPN,Japan,2018,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,747839.0,705526,94.34
Countries,JPN,Japan,2018,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,733409.0,693971,94.62
Countries,JPN,Japan,2018,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,,719143,99.0
Countries,JPN,Japan,2018,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,726586.0,666238,91.7%
Countries,JPN,Japan,2018,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,744627.0,662241,88.94
Countries,JPN,Japan,2019,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,732777.0,725449,99.0
Countries,JPN,Japan,2019,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,757251.0,664124,87.7
Countries,JPN,Japan,2019,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,736965.0,729595,99.0
Countries,JPN,Japan,2019,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,751327.0,650898,86.63
Countries,JPN,Japan,2019,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,727273.0,720000,99.0
Countries,JPN,Japan,2019,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,728782.0,689795,94.65
Countries,JPN,Japan,2019,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,741154.0,730589,98.57
Countries,JPN,Japan,2019,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,735091.0,698234,94.99
Countries,JPN,Japan,2019,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,,725586,95.12
Countries,JPN,Japan,2019,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,730611.0,664786,90.99
Countries,JPN,Japan,2020,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,750126.0,645152,86.01
Countries,JPN,Japan,2020,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,747270.0,601209,80.45
Countries,JPN,Japan,2020,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,,689743,93.57
Countries,JPN,Japan,2020,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,777709.0,696218,89.52
Countries,JPN,Japan,2020,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,753936.0,709467,94.1
Countries,JPN,Japan,2020,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,753891.0,700692,92.94
Countries,JPN,Japan,2020,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,734328.0,644975,87.83
Countries,JPN,Japan,2020,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,735804.0,658859,89.54
Countries,JPN,Japan,2020,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,751728.0,704350,93.7
Countries,JPN,Japan,2020,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,747687.0,622992,83.32
Countries,JPN,Japan,2021,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,750369.0,742865,99.0%
Countries,JPN,Japan,2021,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,754035.0,628256,83.32
Countries,JPN,Japan,2021,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,772264.0,737695,95.52
Countries,JPN,Japan,2021,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,763937.0,608507,79.65
Countries,JPN,Japan,2021,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,771711.0,763993,99.0
Countries,JPN,Japan,2021,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,765815.0,675317,88.18
Countries,JPN,Japan,2021,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,772774.0,651990,84.37
Countries,JPN,Japan,2021,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,763136.0,755504,99.0
Countries,JPN,Japan,2021,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,740611.0,704796,95.16
Countries,JPN,Japan,2021,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,754476.0,594436,78.79
Countries,JPN,Japan,2022,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,770062.0,762361,99.0
Countries,JPN,Japan,2022,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,767755.0,671775,87.5
Countries,JPN,Japan,2022,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,772601.0,764874,99.0
Countries,JPN,Japan,2022,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,775990.0,685445,88.33
Countries,JPN,Japan,2022,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,767001.0,759330,99.0
Countries,JPN,Japan,2022,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,763336.0,755702,99.0
Countries,JPN,Japan,2022,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,766621.0,715777,93.37
Countries,JPN,Japan,2022,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,779780.0,771982,99.0
Countries,JPN,Japan,2022,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,775402.0,728562,93.96
Countries,JPN,Japan,2022,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,785905.0,697529,88.75
Countries,JPN,Japan,2023,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,781965.0,774145,99.0
Countries,JPN,Japan,2023,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,764672.0,681982,89.19
Countries,JPN,Japan,2023,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,788105.0,780223,99.0
Countries,JPN,Japan,2023,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,786065.0,657026,83.58
Countries,JPN,Japan,2023,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,773077.0,765346,99.0
Countries,JPN,Japan,2023,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,780996.0,734616,94.06
Countries,JPN,Japan,2023,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,765450.0,757795,99.0
Countries,JPN,Japan,2023,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,772578.0,764852,99.0
Countries,JPN,Japan,2023,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,753363.0,728347,96.68
Countries,JPN,Japan,2023,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,774203.0,737599,95.27
Countries,JPN,Japan,2024,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,775575.0,767819,99.0
Countries,JPN,Japan,2024,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,773438.0,724078,93.62
Countries,JPN,Japan,2024,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,777967.0,770187,99.0
Countries,JPN,Japan,2024,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,777264.0,704956,90.7
Countries,JPN,Japan,2024,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,796927.0,788957,99.0
Countries,JPN,Japan,2024,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,765326.0,757672,99.0
Countries,JPN,Japan,2024,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,776304.0,713656,91.93
Countries,JPN,Japan,2024,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,759019.0,700294,92.26
Countries,JPN,Japan,2024,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,788865.0,768401,97.41
Countries,JPN,Japan,2024,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,748047.0,675769,90.34
Countries,MEX,Mexico,2010,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12574666.0,10780400,85.73
Countries,MEX,Mexico,2010,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,12432651.0,9187111,73.9
Countries,MEX,Mexico,2010,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12346004.0,9808940,79.45
Countries,MEX,Mexico,2010,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12435387.0,8961534,72.06
Countries,MEX,Mexico,2010,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,12381297.0,10266445,82.92
Countries,MEX,Mexico,2010,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12468502.0,9941608,79.73
Countries,MEX,Mexico,2010,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12419670.0,9104589,73.31
Countries,MEX,Mexico,2010,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12403418.0,9802319,79.0%
Countries,MEX,Mexico,2010,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12289794.0,10099221,82.18
Countries,MEX,Mexico,2010,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12606217.0,9407168,74.62
Countries,MEX,Mexico,2011,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12547198.0,10310928,82.18
Countries,MEX,Mexico,2011,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12496292.0,8857056,70.88
Countries,MEX,Mexico,2011,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12593430.0,11324129,89.92
Countries,MEX,Mexico,2011,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12857195.0,9793971,76.18
Countries,MEX,Mexico,2011,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12242548.0,9628440,78.6%
Countries,MEX,Mexico,2011,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12710807.0,9732416,76.57
Countries,MEX,Mexico,2011,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12455161.0,9245511,74.23
Countries,MEX,Mexico,2011,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13094627.0,10316682,78.79
Countries,MEX,Mexico,2011,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13077970.0,10641727,81.37
Countries,MEX,Mexico,2011,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,,9067601,71.65
Countries,MEX,Mexico,2012,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12773466.0,10879193,85.17
Countries,MEX,Mexico,2012,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,12890307.0,8722343,67.67
Countries,MEX,Mexico,2012,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12676555.0,10694229,84.36
Countries,MEX,Mexico,2012,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12459251.0,8628300,69.25
Countries,MEX,Mexico,2012,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,,10413707,83.46
Countries,MEX,Mexico,2012,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12557695.0,10176373,81.04
Countries,MEX,Mexico,2012,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12569167.0,10553070,83.96
Countries,MEX,Mexico,2012,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12915671.0,11104008,86.0%
Countries,MEX,Mexico,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12520185.0,9869204,78.83
Countries,MEX,Mexico,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12914742.0,9225286,71.43
Countries,MEX,Mexico,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12998344.0,11361665,87.41
Countries,MEX,Mexico,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12915384.0,9490559,73.48
Countries,MEX,Mexico,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12568773.0,10520189,83.7
Countries,MEX,Mexico,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12385862.0,9088799,73.38
Countries,MEX,Mexico,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12781349.0,10324361,80.78
Countries,MEX,Mexico,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12556948.0,10616594,84.55
Countries,MEX,Mexico,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13223806.0,10140475,76.68
Countries,MEX,Mexico,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12753243.0,10830077,84.92
Countries,MEX,Mexico,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12684163.0,9909140,78.12
Countries,MEX,Mexico,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12825186.0,9182818,71.6
Countries,MEX,Mexico,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12915944.0,9695461,75.07
Countries,MEX,Mexico,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,12582852.0,9604538,76.33
Countries,MEX,Mexico,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13338694.0,11620808,87.12
Countries,MEX,Mexico,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13111709.0,9133393,69.7%
Countries,MEX,Mexico,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13099771.0,10880962,83.06
Countries,MEX,Mexico,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13150747.0,11066073,84.15
Countries,MEX,Mexico,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13166000.0,10821888,82.2
Countries,MEX,Mexico,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12920045.0,11139807,86.22
Countries,MEX,Mexico,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13086165.0,10781809,82.39
Countries,MEX,Mexico,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12277855.0,9813246,79.93
Countries,MEX,Mexico,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13243322.0,12329426,93.1
Countries,MEX,Mexico,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13439456.0,10180240,75.75
Countries,MEX,Mexico,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13287579.0,11609377,87.37
Countries,MEX,Mexico,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12861187.0,9278358,72.14
Countries,MEX,Mexico,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12854470.0,11601971,90.26
Countries,MEX,Mexico,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12810566.0,10380263,81.03
Countries,MEX,Mexico,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12940819.0,9905899,76.55
Countries,MEX,Mexico,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13596889.0,11780702,86.64
Countries,MEX,Mexico,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13220549.0,11126851,84.16
Countries,MEX,Mexico,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13108791.0,10435932,79.61
Countries,MEX,Mexico,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13493814.0,11947754,88.54
Countries,MEX,Mexico,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13503899.0,9907254,73.4%
Countries,MEX,Mexico,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13580694.0,12525363,92.23
Countries,MEX,Mexico,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13228740.0,9566629,72.32
Countries,MEX,Mexico,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13822119.0,12666395,91.64
Countries,MEX,Mexico,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12799796.0,10599068,82.81
Countries,MEX,Mexico,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12816354.0,10996675,85.8
Countries,MEX,Mexico,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13421967.0,12000933,89.41
Countries,MEX,Mexico,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13239808.0,11239197,84.89
Countries,MEX,Mexico,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13386410.0,9675014,72.27
Countries,MEX,Mexico,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13161855.0,11174231,84.9
