Group,Code,Name,Year,Disease,Disease_description,Denominator,Incidence_rate
Countries,KEN,Kenya,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",199.21
Countries,KEN,Kenya,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",270.45
Countries,KEN,Kenya,2021,MEASLES,Measles,"Per 100,000 population",64.73
Countries,KEN,Kenya,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",45.79
Countries,KEN,Kenya,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",10.02
Countries,KEN,Kenya,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,KEN,Kenya,2021,POLIO,Poliomyelitis,"Per 100,000 population",20.48
Countries,KEN,Kenya,2021,HEPB,Hepatitis B,"Per 100,000 population",45.64
Countries,KEN,Kenya,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",120.49
Countries,KEN,Kenya,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",173.11
Countries,KEN,Kenya,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",244.63
Countries,KEN,Kenya,2022,MEASLES,Measles,"Per 100,000 population",54.96
Countries,KEN,Kenya,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",25.75
Countries,KEN,Kenya,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.91
Countries,KEN,Kenya,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,KEN,Kenya,2022,POLIO,Poliomyelitis,"Per 100,000 population",16.68
Countries,KEN,Kenya,2022,HEPB,Hepatitis B,"Per 100,000 population",40.44
Countries,KEN,Kenya,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",100.51
Countries,KEN,Kenya,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",150.29
Countries,KEN,Kenya,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",196.53
Countries,KEN,Kenya,2023,MEASLES,Measles,"Per 100,000 population",51.16
Countries,KEN,Kenya,2023,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",34.31
Countries,KEN,Kenya,2023,DIPHTHERIA,Diphtheria,"Per 100,000 population",2.68
Countries,KEN,Kenya,2023,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,KEN,Kenya,2023,POLIO,Poliomyelitis,"Per 100,000 population",8.39
Countries,KEN,Kenya,2023,HEPB,Hepatitis B,"Per 100,000 population",37.79
Countries,KEN,Kenya,2023,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",69.8
Countries,KEN,Kenya,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",129.84
Countries,KEN,Kenya,2023,INFLUENZA,Seasonal Influenza,"Per 100,000 population",163.33
Countries,KEN,Kenya,2024,MEASLES,Measles,"Per 100,000 population",36.21
Countries,KEN,Kenya,2024,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",36.09
Countries,KEN,Kenya,2024,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.62
Countries,KEN,Kenya,2024,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,KEN,Kenya,2024,POLIO,Poliomyelitis,"Per 100,000 population",10.26
Countries,KEN,Kenya,2024,HEPB,Hepatitis B,"Per 100,000 population",30.16
Countries,KEN,Kenya,2024,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",80.46
Countries,KEN,Kenya,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",130.03
Countries,KEN,Kenya,2024,INFLUENZA,Seasonal Influenza,"Per 100,000 population",157.98
Countries,IDN,Indonesia,2010,MEASLES,Measles,"Per 100,000 population",29.66
Countries,IDN,Indonesia,2010,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",19.29
Countries,IDN,Indonesia,2010,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.97
Countries,IDN,Indonesia,2010,TETANUS,Neonatal Tetanus,"Per 1,000 live births",6.42
Countries,IDN,Indonesia,2010,POLIO,Poliomyelitis,"Per 100,000 population",3.78
Countries,IDN,Indonesia,2010,HEPB,Hepatitis B,"Per 100,000 population",18.82
Countries,IDN,Indonesia,2010,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",44.72
Countries,IDN,Indonesia,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",84.47
Countries,IDN,Indonesia,2010,INFLUENZA,Seasonal Influenza,"Per 100,000 population",112.21
Countries,IDN,Indonesia,2011,MEASLES,Measles,"Per 100,000 population",20.2
Countries,IDN,Indonesia,2011,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",23.52
Countries,IDN,Indonesia,2011,DIPHTHERIA,Diphtheria,"Per 100,000 population",4.67
Countries,IDN,Indonesia,2011,TETANUS,Neonatal Tetanus,"Per 1,000 live births",1.19
Countries,IDN,Indonesia,2011,POLIO,Poliomyelitis,"Per 100,000 population",5.52
Countries,IDN,Indonesia,2011,HEPB,Hepatitis B,"Per 100,000 population",21.7
Countries,IDN,Indonesia,2011,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",50.23
Countries,IDN,Indonesia,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",82.49
Countries,IDN,Indonesia,2011,INFLUENZA,Seasonal Influenza,"Per 100,000 population",99.31
Countries,IDN,Indonesia,2012,MEASLES,Measles,"Per 100,000 population",24.72
Countries,IDN,Indonesia,2012,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",18.88
Countries,IDN,Indonesia,2012,DIPHTHERIA,Diphtheria,"Per 100,000 population",2.26
Countries,IDN,Indonesia,2012,TETANUS,Neonatal Tetanus,"Per 1,000 live births",6.06
Countries,IDN,Indonesia,2012,POLIO,Poliomyelitis,"Per 100,000 population",11.43
Countries,IDN,Indonesia,2012,HEPB,Hepatitis B,"Per 100,000 population",20.79
Countries,IDN,Indonesia,2012,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",39.96
Countries,IDN,Indonesia,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",76.7
Countries,IDN,Indonesia,2012,INFLUENZA,Seasonal Influenza,"Per 100,000 population",97.27
Countries,IDN,Indonesia,2013,MEASLES,Measles,"Per 100,000 population",21.82
Countries,IDN,Indonesia,2013,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",20.88
Countries,IDN,Indonesia,2013,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.63
Countries,IDN,Indonesia,2013,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.52
Countries,IDN,Indonesia,2013,POLIO,Poliomyelitis,"Per 100,000 population",8.08
Countries,IDN,Indonesia,2013,HEPB,Hepatitis B,"Per 100,000 population",21.2
Countries,IDN,Indonesia,2013,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",47.06
Countries,IDN,Indonesia,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",67.45
Countries,IDN,Indonesia,2013,INFLUENZA,Seasonal Influenza,"Per 100,000 population",94.36
Countries,IDN,Indonesia,2014,MEASLES,Measles,"Per 100,000 population",24.63
Countries,IDN,Indonesia,2014,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",25.5
Countries,IDN,Indonesia,2014,DIPHTHERIA,Diphtheria,"Per 100,000 population",5.98
Countries,IDN,Indonesia,2014,TETANUS,Neonatal Tetanus,"Per 1,000 live births",10.76
Countries,IDN,Indonesia,2014,POLIO,Poliomyelitis,"Per 100,000 population",5.68
Countries,IDN,Indonesia,2014,HEPB,Hepatitis B,"Per 100,000 population",18.81
Countries,IDN,Indonesia,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",51.37
Countries,IDN,Indonesia,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",72.94
Countries,IDN,Indonesia,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",89.87
Countries,IDN,Indonesia,2015,MEASLES,Measles,"Per 100,000 population",22.78
Countries,IDN,Indonesia,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",20.62
Countries,IDN,Indonesia,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",4.36
Countries,IDN,Indonesia,2015,POLIO,Poliomyelitis,"Per 100,000 population",3.95
Countries,IDN,Indonesia,2015,HEPB,Hepatitis B,"Per 100,000 population",18.15
Countries,IDN,Indonesia,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",38.66
Countries,IDN,Indonesia,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",59.74
Countries,IDN,Indonesia,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",78.95
Countries,IDN,Indonesia,2016,MEASLES,Measles,"Per 100,000 population",19.2
Countries,IDN,Indonesia,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",15.44
Countries,IDN,Indonesia,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,IDN,Indonesia,2016,POLIO,Poliomyelitis,"Per 100,000 population",2.3
Countries,IDN,Indonesia,2016,HEPB,Hepatitis B,"Per 100,000 population",17.68
Countries,IDN,Indonesia,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",29.61
Countries,IDN,Indonesia,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",60.61
Countries,IDN,Indonesia,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",75.07
Countries,IDN,Indonesia,2017,MEASLES,Measles,"Per 100,000 population",20.98
Countries,IDN,Indonesia,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",13.02
Countries,IDN,Indonesia,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.85
Countries,IDN,Indonesia,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.75
Countries,IDN,Indonesia,2017,POLIO,Poliomyelitis,"Per 100,000 population",8.36
Countries,IDN,Indonesia,2017,HEPB,Hepatitis B,"Per 100,000 population",19.29
Countries,IDN,Indonesia,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",32.63
Countries,IDN,Indonesia,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",62.4
Countries,IDN,Indonesia,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",85.53
Countries,IDN,Indonesia,2018,MEASLES,Measles,"Per 100,000 population",19.64
Countries,IDN,Indonesia,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",9.71
Countries,IDN,Indonesia,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",9.0
Countries,IDN,Indonesia,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.65
Countries,IDN,Indonesia,2018,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2018,HEPB,Hepatitis B,"Per 100,000 population",16.62
Countries,IDN,Indonesia,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",34.52
Countries,IDN,Indonesia,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",64.13
Countries,IDN,Indonesia,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",66.61
Countries,IDN,Indonesia,2019,MEASLES,Measles,"Per 100,000 population",30.82
Countries,IDN,Indonesia,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",10.32
Countries,IDN,Indonesia,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",4.46
Countries,IDN,Indonesia,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,IDN,Indonesia,2019,POLIO,Poliomyelitis,"Per 100,000 population",2.39
Countries,IDN,Indonesia,2019,HEPB,Hepatitis B,"Per 100,000 population",6.94
Countries,IDN,Indonesia,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",41.9
Countries,IDN,Indonesia,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",58.51
Countries,IDN,Indonesia,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",75.95
Countries,IDN,Indonesia,2020,MEASLES,Measles,"Per 100,000 population",40.34
Countries,IDN,Indonesia,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",25.18
Countries,IDN,Indonesia,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.25
Countries,IDN,Indonesia,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,IDN,Indonesia,2020,POLIO,Poliomyelitis,"Per 100,000 population",7.29
Countries,IDN,Indonesia,2020,HEPB,Hepatitis B,"Per 100,000 population",25.43
Countries,IDN,Indonesia,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",59.12
Countries,IDN,Indonesia,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",75.88
Countries,IDN,Indonesia,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",111.54
Countries,IDN,Indonesia,2021,MEASLES,Measles,"Per 100,000 population",29.07
Countries,IDN,Indonesia,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",13.5
Countries,IDN,Indonesia,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.28
Countries,IDN,Indonesia,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,IDN,Indonesia,2021,POLIO,Poliomyelitis,"Per 100,000 population",2.63
Countries,IDN,Indonesia,2021,HEPB,Hepatitis B,"Per 100,000 population",19.63
Countries,IDN,Indonesia,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",51.07
Countries,IDN,Indonesia,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",80.27
Countries,IDN,Indonesia,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",87.21
Countries,IDN,Indonesia,2022,MEASLES,Measles,"Per 100,000 population",23.74
Countries,IDN,Indonesia,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",1.9
Countries,IDN,Indonesia,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,IDN,Indonesia,2022,POLIO,Poliomyelitis,"Per 100,000 population",4.69
Countries,IDN,Indonesia,2022,HEPB,Hepatitis B,"Per 100,000 population",12.87
Countries,IDN,Indonesia,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",30.61
Countries,IDN,Indonesia,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",47.06
Countries,IDN,Indonesia,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",66.48
Countries,IDN,Indonesia,2023,MEASLES,Measles,"Per 100,000 population",17.96
Countries,IDN,Indonesia,2023,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",8.82
Countries,IDN,Indonesia,2023,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.02
Countries,IDN,Indonesia,2023,TETANUS,Neonatal Tetanus,"Per 1,000 live births",11.31
Countries,IDN,Indonesia,2023,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2023,HEPB,Hepatitis B,"Per 100,000 population",19.25
Countries,IDN,Indonesia,2023,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",22.45
Countries,IDN,Indonesia,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",49.34
Countries,IDN,Indonesia,2023,INFLUENZA,Seasonal Influenza,"Per 100,000 population",51.64
Countries,IDN,Indonesia,2024,MEASLES,Measles,"Per 100,000 population",18.41
Countries,IDN,Indonesia,2024,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",11.23
Countries,IDN,Indonesia,2024,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2024,TETANUS,Neonatal Tetanus,"Per 1,000 live births",10.55
Countries,IDN,Indonesia,2024,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,IDN,Indonesia,2024,HEPB,Hepatitis B,"Per 100,000 population",4.59
Countries,IDN,Indonesia,2024,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",22.32
Countries,IDN,Indonesia,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",55.18
Countries,IDN,Indonesia,2024,INFLUENZA,Seasonal Influenza,"Per 100,000 population",48.41
Countries,EGY,Egypt,2010,MEASLES,Measles,"Per 100,000 population",79.84
Countries,EGY,Egypt,2010,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",47.81
Countries,EGY,Egypt,2010,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.16
Countries,EGY,Egypt,2010,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,EGY,Egypt,2010,POLIO,Poliomyelitis,"Per 100,000 population",18.58
Countries,EGY,Egypt,2010,HEPB,Hepatitis B,"Per 100,000 population",57.82
Countries,EGY,Egypt,2010,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",129.62
Countries,EGY,Egypt,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",235.35
Countries,EGY,Egypt,2010,INFLUENZA,Seasonal Influenza,"Per 100,000 population",301.58
Countries,EGY,Egypt,2011,MEASLES,Measles,"Per 100,000 population",82.0
Countries,EGY,Egypt,2011,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",64.26
Countries,EGY,Egypt,2011,DIPHTHERIA,Diphtheria,"Per 100,000 population",7.45
Countries,EGY,Egypt,2011,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.53
Countries,EGY,Egypt,2011,POLIO,Poliomyelitis,"Per 100,000 population",14.07
Countries,EGY,Egypt,2011,HEPB,Hepatitis B,"Per 100,000 population",48.81
Countries,EGY,Egypt,2011,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",140.05
Countries,EGY,Egypt,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",231.97
Countries,EGY,Egypt,2011,INFLUENZA,Seasonal Influenza,"Per 100,000 population",296.6
Countries,EGY,Egypt,2012,MEASLES,Measles,"Per 100,000 population",75.56
Countries,EGY,Egypt,2012,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",61.55
Countries,EGY,Egypt,2012,DIPHTHERIA,Diphtheria,"Per 100,000 population",7.69
Countries,EGY,Egypt,2012,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,EGY,Egypt,2012,POLIO,Poliomyelitis,"Per 100,000 population",13.46
Countries,EGY,Egypt,2012,HEPB,Hepatitis B,"Per 100,000 population",53.75
Countries,EGY,Egypt,2012,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",134.53
Countries,EGY,Egypt,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",213.48
Countries,EGY,Egypt,2012,INFLUENZA,Seasonal Influenza,"Per 100,000 population",265.48
Countries,EGY,Egypt,2013,MEASLES,Measles,"Per 100,000 population",78.37
Countries,EGY,Egypt,2013,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",56.03
Countries,EGY,Egypt,2013,DIPHTHERIA,Diphtheria,"Per 100,000 population",9.84
Countries,EGY,Egypt,2013,TETANUS,Neonatal Tetanus,"Per 1,000 live births",11.49
Countries,EGY,Egypt,2013,POLIO,Poliomyelitis,"Per 100,000 population",22.96
Countries,EGY,Egypt,2013,HEPB,Hepatitis B,"Per 100,000 population",51.91
Countries,EGY,Egypt,2013,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",120.98
Countries,EGY,Egypt,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",212.05
Countries,EGY,Egypt,2013,INFLUENZA,Seasonal Influenza,"Per 100,000 population",276.5
Countries,EGY,Egypt,2014,MEASLES,Measles,"Per 100,000 population",68.2
Countries,EGY,Egypt,2014,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",41.91
Countries,EGY,Egypt,2014,DIPHTHERIA,Diphtheria,"Per 100,000 population",9.76
Countries,EGY,Egypt,2014,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,EGY,Egypt,2014,POLIO,Poliomyelitis,"Per 100,000 population",12.09
Countries,EGY,Egypt,2014,HEPB,Hepatitis B,"Per 100,000 population",57.66
Countries,EGY,Egypt,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",126.97
Countries,EGY,Egypt,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",174.74
Countries,EGY,Egypt,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",257.15
Countries,EGY,Egypt,2015,MEASLES,Measles,"Per 100,000 population",66.14
Countries,EGY,Egypt,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",35.64
Countries,EGY,Egypt,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",5.14
Countries,EGY,Egypt,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",12.58
Countries,EGY,Egypt,2015,POLIO,Poliomyelitis,"Per 100,000 population",9.52
Countries,EGY,Egypt,2015,HEPB,Hepatitis B,"Per 100,000 population",57.65
Countries,EGY,Egypt,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",103.21
Countries,EGY,Egypt,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",190.54
Countries,EGY,Egypt,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",232.52
Countries,EGY,Egypt,2016,MEASLES,Measles,"Per 100,000 population",58.07
Countries,EGY,Egypt,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",55.38
Countries,EGY,Egypt,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,EGY,Egypt,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,EGY,Egypt,2016,POLIO,Poliomyelitis,"Per 100,000 population",16.81
Countries,EGY,Egypt,2016,HEPB,Hepatitis B,"Per 100,000 population",48.73
Countries,EGY,Egypt,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",114.3
Countries,EGY,Egypt,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",184.73
Countries,EGY,Egypt,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",232.43
Countries,EGY,Egypt,2017,MEASLES,Measles,"Per 100,000 population",51.27
Countries,EGY,Egypt,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",48.8
Countries,EGY,Egypt,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,EGY,Egypt,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",15.23
Countries,EGY,Egypt,2017,POLIO,Poliomyelitis,"Per 100,000 population",13.84
Countries,EGY,Egypt,2017,HEPB,Hepatitis B,"Per 100,000 population",37.7
Countries,EGY,Egypt,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",83.71
Countries,EGY,Egypt,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",149.77
Countries,EGY,Egypt,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",206.91
Countries,EGY,Egypt,2018,MEASLES,Measles,"Per 100,000 population",52.38
Countries,EGY,Egypt,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",40.29
Countries,EGY,Egypt,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",19.0
Countries,EGY,Egypt,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.48
Countries,EGY,Egypt,2018,POLIO,Poliomyelitis,"Per 100,000 population",10.71
Countries,EGY,Egypt,2018,HEPB,Hepatitis B,"Per 100,000 population",50.31
Countries,EGY,Egypt,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",98.56
Countries,EGY,Egypt,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",173.71
Countries,EGY,Egypt,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",204.23
Countries,EGY,Egypt,2019,MEASLES,Measles,"Per 100,000 population",49.6
Countries,EGY,Egypt,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",26.82
Countries,EGY,Egypt,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.47
Countries,EGY,Egypt,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,EGY,Egypt,2019,POLIO,Poliomyelitis,"Per 100,000 population",3.26
Countries,EGY,Egypt,2019,HEPB,Hepatitis B,"Per 100,000 population",50.46
Countries,EGY,Egypt,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",88.8
Countries,EGY,Egypt,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",168.81
Countries,EGY,Egypt,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",215.53
Countries,EGY,Egypt,2020,MEASLES,Measles,"Per 100,000 population",78.65
Countries,EGY,Egypt,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",64.94
Countries,EGY,Egypt,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.97
Countries,EGY,Egypt,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",14.89
Countries,EGY,Egypt,2020,POLIO,Poliomyelitis,"Per 100,000 population",3.93
Countries,EGY,Egypt,2020,HEPB,Hepatitis B,"Per 100,000 population",63.06
Countries,EGY,Egypt,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",146.84
Countries,EGY,Egypt,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",199.13
Countries,EGY,Egypt,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",292.27
Countries,EGY,Egypt,2021,MEASLES,Measles,"Per 100,000 population",73.08
Countries,EGY,Egypt,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",52.85
Countries,EGY,Egypt,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",21.22
Countries,EGY,Egypt,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,EGY,Egypt,2021,POLIO,Poliomyelitis,"Per 100,000 population",7.1
Countries,EGY,Egypt,2021,HEPB,Hepatitis B,"Per 100,000 population",55.98
Countries,EGY,Egypt,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",137.19
Countries,EGY,Egypt,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",219.45
Countries,EGY,Egypt,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",277.36
Countries,EGY,Egypt,2022,MEASLES,Measles,"Per 100,000 population",43.46
Countries,EGY,Egypt,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",17.87
Countries,EGY,Egypt,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",9.73
Countries,EGY,Egypt,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.94
Countries,EGY,Egypt,2022,POLIO,Poliomyelitis,"Per 100,000 population",4.54
Countries,EGY,Egypt,2022,HEPB,Hepatitis B,"Per 100,000 population",30.54
Countries,EGY,Egypt,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",71.52
Countries,EGY,Egypt,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",137.51
Countries,EGY,Egypt,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",166.43
