Group,Code,Name,Year,Disease,Disease_description,Cases
Countries,EGY,Egypt,2022,HEPB,Hepatitis B,3802
Countries,EGY,Egypt,2022,TUBERCULOSIS,Tuberculosis,8064
Countries,EGY,Egypt,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,16077
Countries,EGY,Egypt,2022,INFLUENZA,Seasonal Influenza,19230
Countries,EGY,Egypt,2023,MEASLES,Measles,4820
Countries,EGY,Egypt,2023,PERTUSSIS,Pertussis (Whooping Cough),2619
Countries,EGY,Egypt,2023,DIPHTHERIA,Diphtheria,586
Countries,EGY,Egypt,2023,TETANUS,Neonatal Tetanus,778
Countries,EGY,Egypt,2023,POLIO,Poliomyelitis,1239
Countries,EGY,Egypt,2023,HEPB,Hepatitis B,3096
Countries,EGY,Egypt,2023,TUBERCULOSIS,Tuberculosis,6571
Countries,EGY,Egypt,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,13769
Countries,EGY,Egypt,2023,INFLUENZA,Seasonal Influenza,13278
Countries,EGY,Egypt,2024,MEASLES,Measles,3386
Countries,EGY,Egypt,2024,PERTUSSIS,Pertussis (Whooping Cough),2509
Countries,EGY,Egypt,2024,DIPHTHERIA,Diphtheria,385
Countries,EGY,Egypt,2024,TETANUS,Neonatal Tetanus,776
Countries,EGY,Egypt,2024,POLIO,Poliomyelitis,1828
Countries,EGY,Egypt,2024,HEPB,Hepatitis B,2701
Countries,EGY,Egypt,2024,TUBERCULOSIS,Tuberculosis,6582
Countries,EGY,Egypt,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,13963
Countries,EGY,Egypt,2024,INFLUENZA,Seasonal Influenza,16741
Countries,ZAF,South Africa,2010,MEASLES,Measles,4424
Countries,ZAF,South Africa,2010,PERTUSSIS,Pertussis (Whooping Cough),702
Countries,ZAF,South Africa,2010,DIPHTHERIA,Diphtheria,185
Countries,ZAF,South Africa,2010,TETANUS,Neonatal Tetanus,10
Countries,ZAF,South Africa,2010,POLIO,Poliomyelitis,11
Countries,ZAF,South Africa,2010,HEPB,Hepatitis B,1164
Countries,ZAF,South Africa,2010,TUBERCULOSIS,Tuberculosis,5833
Countries,ZAF,South Africa,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,7731
Countries,ZAF,South Africa,2010,INFLUENZA,Seasonal Influenza,11067
Countries,ZAF,South Africa,2011,MEASLES,Measles,3478
Countries,ZAF,South Africa,2011,PERTUSSIS,Pertussis (Whooping Cough),1886
Countries,ZAF,South Africa,2011,DIPHTHERIA,Diphtheria,444
Countries,ZAF,South Africa,2011,TETANUS,Neonatal Tetanus,123
Countries,ZAF,South Africa,2011,POLIO,Poliomyelitis,1028
Countries,ZAF,South Africa,2011,HEPB,Hepatitis B,1862
Countries,ZAF,South Africa,2011,TUBERCULOSIS,Tuberculosis,3477
Countries,ZAF,South Africa,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,6778
Countries,ZAF,South Africa,2011,INFLUENZA,Seasonal Influenza,9246
Countries,ZAF,South Africa,2012,MEASLES,Measles,3586
Countries,ZAF,South Africa,2012,PERTUSSIS,Pertussis (Whooping Cough),1769
Countries,ZAF,South Africa,2012,DIPHTHERIA,Diphtheria,11
Countries,ZAF,South Africa,2012,TETANUS,Neonatal Tetanus,590
Countries,ZAF,South Africa,2012,POLIO,Poliomyelitis,854
Countries,ZAF,South Africa,2012,HEPB,Hepatitis B,2029
Countries,ZAF,South Africa,2012,TUBERCULOSIS,Tuberculosis,4898
Countries,ZAF,South Africa,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,9874
Countries,ZAF,South Africa,2012,INFLUENZA,Seasonal Influenza,12833
Countries,ZAF,South Africa,2013,MEASLES,Measles,3439
Countries,ZAF,South Africa,2013,PERTUSSIS,Pertussis (Whooping Cough),612
Countries,ZAF,South Africa,2013,DIPHTHERIA,Diphtheria,978
Countries,ZAF,South Africa,2013,TETANUS,Neonatal Tetanus,9
Countries,ZAF,South Africa,2013,POLIO,Poliomyelitis,8
Countries,ZAF,South Africa,2013,HEPB,Hepatitis B,1278
Countries,ZAF,South Africa,2013,TUBERCULOSIS,Tuberculosis,3126
Countries,ZAF,South Africa,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,10209
Countries,ZAF,South Africa,2013,INFLUENZA,Seasonal Influenza,12207
Countries,ZAF,South Africa,2014,MEASLES,Measles,2183
Countries,ZAF,South Africa,2014,PERTUSSIS,Pertussis (Whooping Cough),2079
Countries,ZAF,South Africa,2014,DIPHTHERIA,Diphtheria,26
Countries,ZAF,South Africa,2014,TETANUS,Neonatal Tetanus,284
Countries,ZAF,South Africa,2014,POLIO,Poliomyelitis,296
Countries,ZAF,South Africa,2014,HEPB,Hepatitis B,1081
Countries,ZAF,South Africa,2014,TUBERCULOSIS,Tuberculosis,4142
Countries,ZAF,South Africa,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,7313
Countries,ZAF,South Africa,2014,INFLUENZA,Seasonal Influenza,11273
Countries,ZAF,South Africa,2015,MEASLES,Measles,2816
Countries,ZAF,South Africa,2015,PERTUSSIS,Pertussis (Whooping Cough),1664
Countries,ZAF,South Africa,2015,DIPHTHERIA,Diphtheria,10
Countries,ZAF,South Africa,2015,TETANUS,Neonatal Tetanus,1608
Countries,ZAF,South Africa,2015,POLIO,Poliomyelitis,704
Countries,ZAF,South Africa,2015,HEPB,Hepatitis B,2033
Countries,ZAF,South Africa,2015,TUBERCULOSIS,Tuberculosis,3564
Countries,ZAF,South Africa,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,8764
Countries,ZAF,South Africa,2015,INFLUENZA,Seasonal Influenza,8803
Countries,ZAF,South Africa,2016,MEASLES,Measles,1350
Countries,ZAF,South Africa,2016,PERTUSSIS,Pertussis (Whooping Cough),1623
Countries,ZAF,South Africa,2016,DIPHTHERIA,Diphtheria,190
Countries,ZAF,South Africa,2016,TETANUS,Neonatal Tetanus,1356
Countries,ZAF,South Africa,2016,POLIO,Poliomyelitis,1346
Countries,ZAF,South Africa,2016,HEPB,Hepatitis B,705
Countries,ZAF,South Africa,2016,TUBERCULOSIS,Tuberculosis,4614
Countries,ZAF,South Africa,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,6494
Countries,ZAF,South Africa,2016,INFLUENZA,Seasonal Influenza,8030
Countries,ZAF,South Africa,2017,MEASLES,Measles,3458
Countries,ZAF,South Africa,2017,PERTUSSIS,Pertussis (Whooping Cough),1489
Countries,ZAF,South Africa,2017,DIPHTHERIA,Diphtheria,509
Countries,ZAF,South Africa,2017,TETANUS,Neonatal Tetanus,9
Countries,ZAF,South Africa,2017,POLIO,Poliomyelitis,808
Countries,ZAF,South Africa,2017,HEPB,Hepatitis B,1257
Countries,ZAF,South Africa,2017,TUBERCULOSIS,Tuberculosis,2445
Countries,ZAF,South Africa,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,6934
Countries,ZAF,South Africa,2017,INFLUENZA,Seasonal Influenza,8797
Countries,ZAF,South Africa,2018,MEASLES,Measles,1666
Countries,ZAF,South Africa,2018,PERTUSSIS,Pertussis (Whooping Cough),2368
Countries,ZAF,South Africa,2018,DIPHTHERIA,Diphtheria,11
Countries,ZAF,South Africa,2018,TETANUS,Neonatal Tetanus,414
Countries,ZAF,South Africa,2018,POLIO,Poliomyelitis,245
Countries,ZAF,South Africa,2018,HEPB,Hepatitis B,2435
Countries,ZAF,South Africa,2018,TUBERCULOSIS,Tuberculosis,3445
Countries,ZAF,South Africa,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,3587
Countries,ZAF,South Africa,2018,INFLUENZA,Seasonal Influenza,7063
Countries,ZAF,South Africa,2019,MEASLES,Measles,2601
Countries,ZAF,South Africa,2019,PERTUSSIS,Pertussis (Whooping Cough),1183
Countries,ZAF,South Africa,2019,DIPHTHERIA,Diphtheria,776
Countries,ZAF,South Africa,2019,TETANUS,Neonatal Tetanus,212
Countries,ZAF,South Africa,2019,POLIO,Poliomyelitis,170
Countries,ZAF,South Africa,2019,HEPB,Hepatitis B,1676
Countries,ZAF,South Africa,2019,TUBERCULOSIS,Tuberculosis,3427
Countries,ZAF,South Africa,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,4983
Countries,ZAF,South Africa,2019,INFLUENZA,Seasonal Influenza,8141
Countries,ZAF,South Africa,2020,MEASLES,Measles,2675
Countries,ZAF,South Africa,2020,PERTUSSIS,Pertussis (Whooping Cough),1361
Countries,ZAF,South Africa,2020,DIPHTHERIA,Diphtheria,1242
Countries,ZAF,South Africa,2020,TETANUS,Neonatal Tetanus,433
Countries,ZAF,South Africa,2020,POLIO,Poliomyelitis,1102
Countries,ZAF,South Africa,2020,HEPB,Hepatitis B,2194
Countries,ZAF,South Africa,2020,TUBERCULOSIS,Tuberculosis,3496
Countries,ZAF,South Africa,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,7427
Countries,ZAF,South Africa,2020,INFLUENZA,Seasonal Influenza,10275
Countries,ZAF,South Africa,2021,MEASLES,Measles,1648
Countries,ZAF,South Africa,2021,PERTUSSIS,Pertussis (Whooping Cough),1504
Countries,ZAF,South Africa,2021,DIPHTHERIA,Diphtheria,48
Countries,ZAF,South Africa,2021,TETANUS,Neonatal Tetanus,339
Countries,ZAF,South Africa,2021,POLIO,Poliomyelitis,1077
Countries,ZAF,South Africa,2021,HEPB,Hepatitis B,2291
Countries,ZAF,South Africa,2021,TUBERCULOSIS,Tuberculosis,3916
Countries,ZAF,South Africa,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,7354
Countries,ZAF,South Africa,2021,INFLUENZA,Seasonal Influenza,10584
Countries,ZAF,South Africa,2022,MEASLES,Measles,1759
Countries,ZAF,South Africa,2022,PERTUSSIS,Pertussis (Whooping Cough),1628
Countries,ZAF,South Africa,2022,DIPHTHERIA,Diphtheria,530
Countries,ZAF,South Africa,2022,TETANUS,Neonatal Tetanus,11
Countries,ZAF,South Africa,2022,POLIO,Poliomyelitis,1521
Countries,ZAF,South Africa,2022,HEPB,Hepatitis B,1140
Countries,ZAF,South Africa,2022,TUBERCULOSIS,Tuberculosis,3299
Countries,ZAF,South Africa,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,5061
Countries,ZAF,South Africa,2022,INFLUENZA,Seasonal Influenza,5277
Countries,ZAF,South Africa,2023,MEASLES,Measles,1636
Countries,ZAF,South Africa,2023,PERTUSSIS,Pertussis (Whooping Cough),1637
Countries,ZAF,South Africa,2023,DIPHTHERIA,Diphtheria,9
Countries,ZAF,South Africa,2023,TETANUS,Neonatal Tetanus,192
Countries,ZAF,South Africa,2023,POLIO,Poliomyelitis,748
Countries,ZAF,South Africa,2023,HEPB,Hepatitis B,1787
Countries,ZAF,South Africa,2023,TUBERCULOSIS,Tuberculosis,2245
Countries,ZAF,South Africa,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,4869
Countries,ZAF,South Africa,2023,INFLUENZA,Seasonal Influenza,6537
Countries,ZAF,South Africa,2024,MEASLES,Measles,1559
Countries,ZAF,South Africa,2024,PERTUSSIS,Pertussis (Whooping Cough),858
Countries,ZAF,South Africa,2024,DIPHTHERIA,Diphtheria,10
Countries,ZAF,South Africa,2024,TETANUS,Neonatal Tetanus,349
Countries,ZAF,South Africa,2024,POLIO,Poliomyelitis,903
Countries,ZAF,South Africa,2024,HEPB,Hepatitis B,1201
Countries,ZAF,South Africa,2024,TUBERCULOSIS,Tuberculosis,2453
Countries,ZAF,South Africa,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,3799
Countries,ZAF,South Africa,2024,INFLUENZA,Seasonal Influenza,5246
Countries,GBR,United Kingdom,2010,MEASLES,Measles,406
Countries,GBR,United Kingdom,2010,PERTUSSIS,Pertussis (Whooping Cough),142
Countries,GBR,United Kingdom,2010,DIPHTHERIA,Diphtheria,9
Countries,GBR,United Kingdom,2010,TETANUS,Neonatal Tetanus,6
Countries,GBR,United Kingdom,2010,POLIO,Poliomyelitis,116
Countries,GBR,United Kingdom,2010,HEPB,Hepatitis B,146
Countries,GBR,United Kingdom,2010,TUBERCULOSIS,Tuberculosis,574
Countries,GBR,United Kingdom,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,834
Countries,GBR,United Kingdom,2010,INFLUENZA,Seasonal Influenza,1300
Countries,GBR,United Kingdom,2011,MEASLES,Measles,377
Countries,GBR,United Kingdom,2011,PERTUSSIS,Pertussis (Whooping Cough),212
Countries,GBR,United Kingdom,2011,DIPHTHERIA,Diphtheria,107
Countries,GBR,United Kingdom,2011,TETANUS,Neonatal Tetanus,7
Countries,GBR,United Kingdom,2011,POLIO,Poliomyelitis,140
Countries,GBR,United Kingdom,2011,HEPB,Hepatitis B,271
Countries,GBR,United Kingdom,2011,TUBERCULOSIS,Tuberculosis,530
Countries,GBR,United Kingdom,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,691
Countries,GBR,United Kingdom,2011,INFLUENZA,Seasonal Influenza,767
Countries,GBR,United Kingdom,2012,MEASLES,Measles,84
Countries,GBR,United Kingdom,2012,PERTUSSIS,Pertussis (Whooping Cough),262
Countries,GBR,United Kingdom,2012,DIPHTHERIA,Diphtheria,8
Countries,GBR,United Kingdom,2012,TETANUS,Neonatal Tetanus,24
Countries,GBR,United Kingdom,2012,POLIO,Poliomyelitis,50
Countries,GBR,United Kingdom,2012,HEPB,Hepatitis B,295
Countries,GBR,United Kingdom,2012,TUBERCULOSIS,Tuberculosis,705
Countries,GBR,United Kingdom,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,1142
Countries,GBR,United Kingdom,2012,INFLUENZA,Seasonal Influenza,907
Countries,GBR,United Kingdom,2013,MEASLES,Measles,317
Countries,GBR,United Kingdom,2013,PERTUSSIS,Pertussis (Whooping Cough),375
Countries,GBR,United Kingdom,2013,DIPHTHERIA,Diphtheria,10
Countries,GBR,United Kingdom,2013,TETANUS,Neonatal Tetanus,11
Countries,GBR,United Kingdom,2013,POLIO,Poliomyelitis,170
Countries,GBR,United Kingdom,2013,HEPB,Hepatitis B,414
Countries,GBR,United Kingdom,2013,TUBERCULOSIS,Tuberculosis,616
Countries,GBR,United Kingdom,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,841
Countries,GBR,United Kingdom,2013,INFLUENZA,Seasonal Influenza,1814
Countries,GBR,United Kingdom,2014,MEASLES,Measles,321
Countries,GBR,United Kingdom,2014,PERTUSSIS,Pertussis (Whooping Cough),205
Countries,GBR,United Kingdom,2014,DIPHTHERIA,Diphtheria,142
Countries,GBR,United Kingdom,2014,TETANUS,Neonatal Tetanus,68
Countries,GBR,United Kingdom,2014,POLIO,Poliomyelitis,179
Countries,GBR,United Kingdom,2014,HEPB,Hepatitis B,303
Countries,GBR,United Kingdom,2014,TUBERCULOSIS,Tuberculosis,472
Countries,GBR,United Kingdom,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,1080
Countries,GBR,United Kingdom,2014,INFLUENZA,Seasonal Influenza,927
Countries,GBR,United Kingdom,2015,MEASLES,Measles,75
Countries,GBR,United Kingdom,2015,PERTUSSIS,Pertussis (Whooping Cough),120
Countries,GBR,United Kingdom,2015,DIPHTHERIA,Diphtheria,9
Countries,GBR,United Kingdom,2015,TETANUS,Neonatal Tetanus,45
Countries,GBR,United Kingdom,2015,POLIO,Poliomyelitis,8
Countries,GBR,United Kingdom,2015,HEPB,Hepatitis B,181
Countries,GBR,United Kingdom,2015,TUBERCULOSIS,Tuberculosis,355
Countries,GBR,United Kingdom,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,1156
Countries,GBR,United Kingdom,2015,INFLUENZA,Seasonal Influenza,1007
Countries,GBR,United Kingdom,2016,MEASLES,Measles,90
Countries,GBR,United Kingdom,2016,PERTUSSIS,Pertussis (Whooping Cough),351
Countries,GBR,United Kingdom,2016,DIPHTHERIA,Diphtheria,11
Countries,GBR,United Kingdom,2016,TETANUS,Neonatal Tetanus,8
Countries,GBR,United Kingdom,2016,POLIO,Poliomyelitis,11
Countries,GBR,United Kingdom,2016,HEPB,Hepatitis B,305
Countries,GBR,United Kingdom,2016,TUBERCULOSIS,Tuberculosis,260
Countries,GBR,United Kingdom,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,534
Countries,GBR,United Kingdom,2016,INFLUENZA,Seasonal Influenza,1018
Countries,GBR,United Kingdom,2017,MEASLES,Measles,332
Countries,GBR,United Kingdom,2017,PERTUSSIS,Pertussis (Whooping Cough),280
Countries,GBR,United Kingdom,2017,DIPHTHERIA,Diphtheria,146
Countries,GBR,United Kingdom,2017,TETANUS,Neonatal Tetanus,9
Countries,GBR,United Kingdom,2017,POLIO,Poliomyelitis,52
Countries,GBR,United Kingdom,2017,HEPB,Hepatitis B,193
Countries,GBR,United Kingdom,2017,TUBERCULOSIS,Tuberculosis,282
Countries,GBR,United Kingdom,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,622
Countries,GBR,United Kingdom,2017,INFLUENZA,Seasonal Influenza,1352
Countries,GBR,United Kingdom,2018,MEASLES,Measles,386
Countries,GBR,United Kingdom,2018,PERTUSSIS,Pertussis (Whooping Cough),195
Countries,GBR,United Kingdom,2018,DIPHTHERIA,Diphtheria,87
Countries,GBR,United Kingdom,2018,TETANUS,Neonatal Tetanus,48
Countries,GBR,United Kingdom,2018,POLIO,Poliomyelitis,12
Countries,GBR,United Kingdom,2018,HEPB,Hepatitis B,232
Countries,GBR,United Kingdom,2018,TUBERCULOSIS,Tuberculosis,247
Countries,GBR,United Kingdom,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,851
Countries,GBR,United Kingdom,2018,INFLUENZA,Seasonal Influenza,1232
Countries,GBR,United Kingdom,2019,MEASLES,Measles,285
Countries,GBR,United Kingdom,2019,PERTUSSIS,Pertussis (Whooping Cough),87
Countries,GBR,United Kingdom,2019,DIPHTHERIA,Diphtheria,7
Countries,GBR,United Kingdom,2019,TETANUS,Neonatal Tetanus,53
Countries,GBR,United Kingdom,2019,POLIO,Poliomyelitis,10
Countries,GBR,United Kingdom,2019,HEPB,Hepatitis B,10
Countries,GBR,United Kingdom,2019,TUBERCULOSIS,Tuberculosis,372
Countries,GBR,United Kingdom,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,556
Countries,GBR,United Kingdom,2019,INFLUENZA,Seasonal Influenza,977
Countries,GBR,United Kingdom,2020,MEASLES,Measles,556
Countries,GBR,United Kingdom,2020,PERTUSSIS,Pertussis (Whooping Cough),309
Countries,GBR,United Kingdom,2020,DIPHTHERIA,Diphtheria,101
Countries,GBR,United Kingdom,2020,TETANUS,Neonatal Tetanus,104
Countries,GBR,United Kingdom,2020,POLIO,Poliomyelitis,10
Countries,GBR,United Kingdom,2020,HEPB,Hepatitis B,154
Countries,GBR,United Kingdom,2020,TUBERCULOSIS,Tuberculosis,580
Countries,GBR,United Kingdom,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,1097
Countries,GBR,United Kingdom,2020,INFLUENZA,Seasonal Influenza,1299
Countries,GBR,United Kingdom,2021,MEASLES,Measles,342
Countries,GBR,United Kingdom,2021,PERTUSSIS,Pertussis (Whooping Cough),203
Countries,GBR,United Kingdom,2021,DIPHTHERIA,Diphtheria,103
Countries,GBR,United Kingdom,2021,TETANUS,Neonatal Tetanus,6
Countries,GBR,United Kingdom,2021,POLIO,Poliomyelitis,9
Countries,GBR,United Kingdom,2021,HEPB,Hepatitis B,138
Countries,GBR,United Kingdom,2021,TUBERCULOSIS,Tuberculosis,789
Countries,GBR,United Kingdom,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,793
Countries,GBR,United Kingdom,2021,INFLUENZA,Seasonal Influenza,1204
Countries,GBR,United Kingdom,2022,MEASLES,Measles,321
Countries,GBR,United Kingdom,2022,PERTUSSIS,Pertussis (Whooping Cough),55
Countries,GBR,United Kingdom,2022,DIPHTHERIA,Diphtheria,46
Countries,GBR,United Kingdom,2022,TETANUS,Neonatal Tetanus,44
Countries,GBR,United Kingdom,2022,POLIO,Poliomyelitis,8
Countries,GBR,United Kingdom,2022,HEPB,Hepatitis B,127
Countries,GBR,United Kingdom,2022,TUBERCULOSIS,Tuberculosis,218
Countries,GBR,United Kingdom,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,932
Countries,GBR,United Kingdom,2022,INFLUENZA,Seasonal Influenza,769
Countries,GBR,United Kingdom,2023,MEASLES,Measles,124
Countries,GBR,United Kingdom,2023,PERTUSSIS,Pertussis (Whooping Cough),187
Countries,GBR,United Kingdom,2023,DIPHTHERIA,Diphtheria,39
Countries,GBR,United Kingdom,2023,TETANUS,Neonatal Tetanus,7
Countries,GBR,United Kingdom,2023,POLIO,Poliomyelitis,174
Countries,GBR,United Kingdom,2023,HEPB,Hepatitis B,65
Countries,GBR,United Kingdom,2023,TUBERCULOSIS,Tuberculosis,592
Countries,GBR,United Kingdom,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,721
Countries,GBR,United Kingdom,2023,INFLUENZA,Seasonal Influenza,667
Countries,GBR,United Kingdom,2024,MEASLES,Measles,168
Countries,GBR,United Kingdom,2024,PERTUSSIS,Pertussis (Whooping Cough),254
Countries,GBR,United Kingdom,2024,DIPHTHERIA,Diphtheria,8
Countries,GBR,United Kingdom,2024,TETANUS,Neonatal Tetanus,130
Countries,GBR,United Kingdom,2024,POLIO,Poliomyelitis,9
Countries,GBR,United Kingdom,2024,HEPB,Hepatitis B,159
Countries,GBR,United Kingdom,2024,TUBERCULOSIS,Tuberculosis,548
Countries,GBR,United Kingdom,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,803
Countries,GBR,United Kingdom,2024,INFLUENZA,Seasonal Influenza,847
Countries,JPN,Japan,2010,MEASLES,Measles,388
Countries,JPN,Japan,2010,PERTUSSIS,Pertussis (Whooping Cough),265
Countries,JPN,Japan,2010,DIPHTHERIA,Diphtheria,8
Countries,JPN,Japan,2010,TETANUS,Neonatal Tetanus,9
Countries,JPN,Japan,2010,POLIO,Poliomyelitis,9
Countries,JPN,Japan,2010,HEPB,Hepatitis B,222
Countries,JPN,Japan,2010,TUBERCULOSIS,Tuberculosis,575
Countries,JPN,Japan,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,832
Countries,JPN,Japan,2010,INFLUENZA,Seasonal Influenza,1160
Countries,JPN,Japan,2011,MEASLES,Measles,324
Countries,JPN,Japan,2011,PERTUSSIS,Pertussis (Whooping Cough),252
Countries,JPN,Japan,2011,DIPHTHERIA,Diphtheria,10
Countries,JPN,Japan,2011,TETANUS,Neonatal Tetanus,31
Countries,JPN,Japan,2011,POLIO,Poliomyelitis,172
Countries,JPN,Japan,2011,HEPB,Hepatitis B,334
Countries,JPN,Japan,2011,TUBERCULOSIS,Tuberculosis,746
Countries,JPN,Japan,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,1044
Countries,JPN,Japan,2011,INFLUENZA,Seasonal Influenza,1237
Countries,JPN,Japan,2012,MEASLES,Measles,341
Countries,JPN,Japan,2012,PERTUSSIS,Pertussis (Whooping Cough),114
Countries,JPN,Japan,2012,DIPHTHERIA,Diphtheria,86
Countries,JPN,Japan,2012,TETANUS,Neonatal Tetanus,10
Countries,JPN,Japan,2012,POLIO,Poliomyelitis,85
Countries,JPN,Japan,2012,HEPB,Hepatitis B,138
Countries,JPN,Japan,2012,TUBERCULOSIS,Tuberculosis,436
Countries,JPN,Japan,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,917
Countries,JPN,Japan,2012,INFLUENZA,Seasonal Influenza,846
Countries,JPN,Japan,2013,MEASLES,Measles,354
Countries,JPN,Japan,2013,PERTUSSIS,Pertussis (Whooping Cough),294
Countries,JPN,Japan,2013,DIPHTHERIA,Diphtheria,57
Countries,JPN,Japan,2013,TETANUS,Neonatal Tetanus,10
Countries,JPN,Japan,2013,POLIO,Poliomyelitis,145
Countries,JPN,Japan,2013,HEPB,Hepatitis B,132
Countries,JPN,Japan,2013,TUBERCULOSIS,Tuberculosis,561
Countries,JPN,Japan,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,640
Countries,JPN,Japan,2013,INFLUENZA,Seasonal Influenza,878
Countries,JPN,Japan,2014,MEASLES,Measles,307
Countries,JPN,Japan,2014,PERTUSSIS,Pertussis (Whooping Cough),198
Countries,JPN,Japan,2014,DIPHTHERIA,Diphtheria,9
Countries,JPN,Japan,2014,TETANUS,Neonatal Tetanus,206
Countries,JPN,Japan,2014,POLIO,Poliomyelitis,31
Countries,JPN,Japan,2014,HEPB,Hepatitis B,275
Countries,JPN,Japan,2014,TUBERCULOSIS,Tuberculosis,475
Countries,JPN,Japan,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,697
Countries,JPN,Japan,2014,INFLUENZA,Seasonal Influenza,1069
Countries,JPN,Japan,2015,MEASLES,Measles,250
Countries,JPN,Japan,2015,PERTUSSIS,Pertussis (Whooping Cough),105
Countries,JPN,Japan,2015,DIPHTHERIA,Diphtheria,135
Countries,JPN,Japan,2015,TETANUS,Neonatal Tetanus,14
Countries,JPN,Japan,2015,POLIO,Poliomyelitis,84
Countries,JPN,Japan,2015,HEPB,Hepatitis B,268
Countries,JPN,Japan,2015,TUBERCULOSIS,Tuberculosis,264
Countries,JPN,Japan,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,359
Countries,JPN,Japan,2015,INFLUENZA,Seasonal Influenza,786
Countries,JPN,Japan,2016,MEASLES,Measles,255
Countries,JPN,Japan,2016,PERTUSSIS,Pertussis (Whooping Cough),121
Countries,JPN,Japan,2016,DIPHTHERIA,Diphtheria,10
Countries,JPN,Japan,2016,TETANUS,Neonatal Tetanus,9
Countries,JPN,Japan,2016,POLIO,Poliomyelitis,233
Countries,JPN,Japan,2016,HEPB,Hepatitis B,307
Countries,JPN,Japan,2016,TUBERCULOSIS,Tuberculosis,510
Countries,JPN,Japan,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,489
Countries,JPN,Japan,2016,INFLUENZA,Seasonal Influenza,794
Countries,JPN,Japan,2017,MEASLES,Measles,352
Countries,JPN,Japan,2017,PERTUSSIS,Pertussis (Whooping Cough),163
Countries,JPN,Japan,2017,DIPHTHERIA,Diphtheria,120
Countries,JPN,Japan,2017,TETANUS,Neonatal Tetanus,117
Countries,JPN,Japan,2017,POLIO,Poliomyelitis,284
Countries,JPN,Japan,2017,HEPB,Hepatitis B,139
Countries,JPN,Japan,2017,TUBERCULOSIS,Tuberculosis,462
Countries,JPN,Japan,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,676
Countries,JPN,Japan,2017,INFLUENZA,Seasonal Influenza,747
Countries,JPN,Japan,2018,MEASLES,Measles,359
Countries,JPN,Japan,2018,PERTUSSIS,Pertussis (Whooping Cough),248
Countries,JPN,Japan,2018,DIPHTHERIA,Diphtheria,11
Countries,JPN,Japan,2018,TETANUS,Neonatal Tetanus,9
Countries,JPN,Japan,2018,POLIO,Poliomyelitis,11
Countries,JPN,Japan,2018,HEPB,Hepatitis B,298
Countries,JPN,Japan,2018,TUBERCULOSIS,Tuberculosis,476
Countries,JPN,Japan,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,533
Countries,JPN,Japan,2018,INFLUENZA,Seasonal Influenza,1050
Countries,JPN,Japan,2019,MEASLES,Measles,239
Countries,JPN,Japan,2019,PERTUSSIS,Pertussis (Whooping Cough),149
Countries,JPN,Japan,2019,DIPHTHERIA,Diphtheria,11
Countries,JPN,Japan,2019,TETANUS,Neonatal Tetanus,12
Countries,JPN,Japan,2019,POLIO,Poliomyelitis,8
Countries,JPN,Japan,2019,HEPB,Hepatitis B,110
Countries,JPN,Japan,2019,TUBERCULOSIS,Tuberculosis,527
Countries,JPN,Japan,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,723
